time,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2463119602,1,2.0025437,-0.2902844,8.010597,-0.3856468,-0.44324702,-0.44324702
2463119607,1,2.0025437,-0.2902844,8.010597,-0.54080635,-0.4475231,-0.4475231
2463119612,1,1.8493214,-0.2543729,8.161426,-0.54080635,-0.4475231,-0.4475231
2463119621,1,1.6434288,-0.32858995,8.099179,-0.54080635,-0.4475231,-0.4475231
2463119617,1,1.6434288,-0.32858995,8.099179,-0.6947443,-0.4505774,-0.4505774
2463119626,1,1.6434288,-0.32858995,8.099179,-0.86822987,-0.44935566,-0.44935566
2463119631,1,1.2843142,-0.45068902,7.9842625,-0.86822987,-0.44935566,-0.44935566
2463119636,1,1.2843142,-0.45068902,7.9842625,-1.0478241,-0.416369,-0.416369
2463119641,1,0.774371,-0.47462997,8.185367,-1.0478241,-0.416369,-0.416369
2463119650,1,0.41525623,-0.41477752,8.633063,-1.0478241,-0.416369,-0.416369
2463119645,1,0.41525623,-0.41477752,8.633063,-1.1871012,-0.33878917,-0.33878917
2463119655,1,0.41525623,-0.41477752,8.633063,-1.246966,-0.24410513,-0.24410513
2463119660,1,0.12557036,-0.34774277,9.030484,-1.246966,-0.24410513,-0.24410513
2463119670,1,-0.08989856,-0.232826,9.178918,-1.246966,-0.24410513,-0.24410513
2463119665,1,-0.08989856,-0.232826,9.178918,-1.2103142,-0.15125369,-0.15125369
2463119674,1,-0.08989856,-0.232826,9.178918,-1.0911956,-0.056569654,-0.056569654
2463119679,1,-0.26706186,-0.07242139,9.001754,-1.0911956,-0.056569654,-0.056569654
2463119684,1,-0.26706186,-0.07242139,9.001754,-0.9140447,0.047888212,0.047888212
2463119689,1,-0.3580376,0.155018,8.587575,-0.9140447,0.047888212,0.047888212
